id,service_id,location_id,url,email
333,333,333,www.startoffsmartinc.com,
334,334,334,http://www.cityofhomestead.com/index.aspx?NID=286,
349,349,349,www.coffo.org,
350,350,350,www.coffo.org,
351,351,351,www.coffo.org,
361,361,361,http://www.southmiamifl.gov/Index.aspx?NID=149,
368,368,368,www.womenandteens.com,
375,375,375,http://www.plannedparenthood.org/ppsoflo/,
376,376,376,http://www.plannedparenthood.org/ppsoflo/,
382,382,382,www.hcnfl.org,
387,387,387,http://frcflorida.org/family-resource/mental-health/parent-education/,
389,389,389,http://floridahelp.org/forclosure-prevention-counseling/,
391,391,391,http://www.nationalmssociety.org/chapters/FLS/index.aspx,
398,398,398,http://www.miamidade.gov/police/contacts-communications.asp,
400,400,400,http://www.miamidade.gov/police/prevention-substance-abuse.asp,
406,406,406,http://www.miamidade.gov/police/contacts-victims-bureau.asp,
409,409,409,http://www.miamidade.gov/police/contacts-public-information.asp,
411,411,411,http://www.miamidade.gov/police/involved-volunteer.asp,
416,416,416,http://www.miamidade.gov/police/contacts-robbery-bureau.asp,
417,417,417,http://www.miamidade.gov/police/contacts-narcotics.asp,
420,420,420,www.miamidade.gov/business,
429,429,429,www.mactown.org,
433,433,433,http://www.dadelegalaid.org/,
437,437,437,http://careconnectusa.org/free-bankruptcy-advice,
438,438,438,www.careconnectusa.org,
440,440,440,www.careconnectusa.org/debt-relief.asp,
441,441,441,http://careconnectusa.org/child-support-enforcement-helpline/,
442,442,442,http://careconnectusa.org/behind-on-mortgage-payments-loan-modification,
448,448,448,www.miamiyfc.com,
450,450,450,www.hopefhc.com,
451,451,451,www.hearingandspeechcenter.org,
461,461,461,,
462,462,462,,
467,467,467,http://www.miami.va.gov/,
468,468,468,http://www.vetcenter.va.gov/Military_Sexual_Trauma.asp,
472,472,472,http://www.miami.va.gov/,
474,474,474,www.va.gov,
483,483,483,www.epilepsyfla.org,
484,484,484,www.epilepsyfla.org,
485,485,485,www.epilepsyfla.org,
490,490,490,www.dgcmhc.org,
491,491,491,www.dgcmhc.org,
493,493,493,www.dgcmhc.org,
498,498,498,www.funtimeacademy.org,
501,501,501,www.DiabetesResearch.org,
505,505,505,www.miamidade.gov/ocr,
511,511,511,http://www.ccfa.org/chapters/florida/,
512,512,512,http://www.ccfa.org/chapters/florida/support-groups/ccfa-support-group-miami-fl-UM.html,
515,515,515,pediatrics.med.miami.edu,
516,516,516,pediatrics.med.miami.edu,
527,527,527,pediatrics.med.miami.edu,
528,528,528,www.pediatrics.med.miami.edu,
530,530,530,http://www.arthritis.org/florida/,
533,533,533,www.concepthouse.org,
540,540,540,http://namiofmiami.org/family-to-family-2/,
543,543,543,www.coconutgrovecares.org,
544,544,544,www.coconutgrovecares.org,
547,547,547,www.citichurchmiami.com,
554,554,554,www.cismiami.org,
555,555,555,www.cismiami.org,
558,558,558,www.cismiami.org,
559,559,559,www.colliercareclub.org,
562,562,562,www.chsfl.org,
563,563,563,www.chsfl.org,
565,565,565,www.chsfl.org,
567,567,567,www.chsfl.org,
569,569,569,www.chsfl.org,
579,579,579,www.advocacynetwork.org,
580,580,580,www.advocacynetwork.org,
581,581,581,www.ccdh.org,
588,588,588,www.borinquenhealth.org,
594,594,594,www.borinquenhealth.org,
596,596,596,,
597,597,597,www.catholichealthservices.org,
605,605,605,www.centromater.com,
607,607,607,www.centromater.com,
608,608,608,www.centromater.com,
619,619,619,http://wowcentermiami.org/programs,
622,622,622,casavalentina.org,
625,625,625,http://www.haitianamericancdc.org/,
626,626,626,www.angelflightse.org,
630,630,630,www.lejardinccinc.org,
631,631,631,www.lejardinccinc.org/,
632,632,632,www.lejardinccinc.org/,
633,633,633,www.lejardinccinc.org,
644,644,644,www.coralgableshospital.com,
652,652,652,www.wen-online.org,
655,655,655,http://www.rehabworks.org/,
656,656,656,rehabworks.org,
657,657,657,http://www.rehabworks.org/,
658,658,658,http://www.rehabworks.org/,
659,659,659,http://www.rehabworks.org/,
660,660,660,http://www.rehabworks.org/,
661,661,661,http://www.rehabworks.org/,
662,662,662,http://www.rehabworks.org/,
663,663,663,rehabworks.org,
665,665,665,http://www.rehabworks.org/,
666,666,666,http://www.rehabworks.org/,
667,667,667,http://www.rehabworks.org/,
681,681,681,www.villagesouth.com,
689,689,689,www.miamiurbanleague.org,
691,691,691,www.miamiurbanleague.org,
694,694,694,http://beavoice.org/,
700,700,700,www.latinosunidos.org,
706,706,706,www.possibledream.org,
719,719,719,www.transitioninc.org,
720,720,720,www.transitioninc.org,
722,722,722,,
723,723,723,,
724,724,724,,
738,738,738,https://baptisthealth.net/en/health-services/pregnancy-and-childbirth/pages/childbirth-classesform.aspx?Facility=SMH,
739,739,739,http://baptisthealth.net/en/facilities/south-miami-hospital/pages/default.aspx,
740,740,740,http://baptisthealth.net/en/facilities/south-miami-hospital/Pages/addiction-treatment-and-recovery-center.aspx,
742,742,742,www.miamibeachhealth.org,
743,743,743,www.miamibeachhealth.org,
744,744,744,www.miamibeachhealth.org,
749,749,749,www.sclad.org,
752,752,752,www.rmhcsouthflorida.org,
754,754,754,,
755,755,755,www.pregnancyhelp.me,
761,761,761,http://www.careersourcesfl.com/,
762,762,762,http://www.careersourcesfl.com/,
763,763,763,http://www.careersourcesfl.com/career-center/,
764,764,764,http://www.careersourcesfl.com/,
765,765,765,http://www.careersourcesfl.com/,
767,767,767,http://www.careersourcesfl.com/,
768,768,768,http://www.careersourcesfl.com/,
770,770,770,http://www.careersourcesfl.com/,
771,771,771,http://www.careersourcesfl.com/,
772,772,772,www.employflorida.com,
773,773,773,http://www.careersourcesfl.com/,
774,774,774,,
776,776,776,www.unitedtherapistsofsouthflorida.com,
778,778,778,,
790,790,790,www.citrushealth.org,
791,791,791,www.citrushealth.org,
792,792,792,www.citrushealth.org,
794,794,794,www.citrushealth.org,
795,795,795,www.citrushealth.org,
796,796,796,www.citrushealth.org,
797,797,797,www.citrushealth.org,
798,798,798,www.citrushealth.org,
799,799,799,www.citrushealth.org,
800,800,800,www.citrushealth.org,
801,801,801,www.citrushealth.org,
803,803,803,www.citrushealth.org,
804,804,804,www.citrushealth.org,
805,805,805,www.citrushealth.org,
812,812,812,www.northshoremedical.com,
814,814,814,www.northshoremedical.com,
816,816,816,http://www.northshoremedical.com/en-US/ourServices/communityServices/Pages/CommunityCalendar.aspx,
818,818,818,www.nmf620.org,
819,819,819,www.nmf620.org,
820,820,820,www.nmf620.org,
836,836,836,www.NewHorizonsCMHC.org,
838,838,838,www.newhorizonscmhc.org,
841,841,841,www.NewHorizonsCMHC.org,
842,842,842,,
846,846,846,www.nhcmhc.org/,
847,847,847,www.NewHorizonsCMHC.org,
851,851,851,www.msmc.com,
852,852,852,www.msmc.com,
853,853,853,http://www.msmc.com/clinical-services/geriatric-housecall-program,
855,855,855,www.msmc.com,
861,861,861,www.banyanhealth.org,
864,864,864,www.banyanhealth.org,
865,865,865,www.banyanhealth.org,
868,868,868,www.banyanhealth.org,
870,870,870,www.banyanhealth.org,
872,872,872,www.banyanhealth.org,
873,873,873,www.banyanhealth.org,
875,875,875,www.floridaheiken.org,
876,876,876,www.miamilighthouse.org,
877,877,877,www.miamilighthouse.com,
878,878,878,www.miamilighthouse.org,
879,879,879,www.miamilighthouse.org,
887,887,887,www.mjhha.org,
888,888,888,http://www.rosomoffpaincenter.com/,
890,890,890,http://miamijewishhealthsystems.org,
892,892,892,https://miamijewishhealthsystems.org/,
903,903,903,www.ci.miami.fl.us/parks,
904,904,904,www.ci.miami.fl.us/parks,
905,905,905,www.ci.miami.fl.us/parks,
906,906,906,www.miamicounselingservices.com,
909,909,909,https://www.nicklauschildrens.org/medical-services/psychiatry-and-psychology.aspx,
912,912,912,https://www.nicklauschildrens.org/about-us/locations-and-directions/dan-marino-outpatient-center,
913,913,913,www.mch.com,
914,914,914,www.mch.com,
915,915,915,https://www.nicklauschildrens.org/home.aspx,
916,916,916,www.mch.com,
917,917,917,https://www.nicklauschildrens.org/home.aspx,
918,918,918,www.mch.com,
919,919,919,www.mch.com,
920,920,920,https://www.nicklauschildrens.org/home.aspx,
922,922,922,www.miamibridge.org,
924,924,924,www.miamibridge.org,
925,925,925,www.miamibridge.org,
926,926,926,www.miamibridge.org,
928,928,928,www.miamibeachfl.gov,
929,929,929,http://web.miamibeachfl.gov/pd/,
930,930,930,http://miamibeachfl.gov/pd/scroll.aspx?id=20268,
936,936,936,www.miamibeachparks.com,
937,937,937,www.miamibeachparks.com,
939,939,939,www.miamibeachparks.com,
942,942,942,www.miamibeachfl.gov,
944,944,944,,
945,945,945,,
946,946,946,,
951,951,951,http://mercymiami.com/physicians/,
954,954,954,,
955,955,955,,
956,956,956,,
957,957,957,,
958,958,958,,
959,959,959,,
963,963,963,http://www.miamidade.gov/transit/medicare.asp,
965,965,965,http://www.miamidade.gov/transit/special-transportation.asp,
966,966,966,http://www.miamidade.gov/transit/golden-passport.asp,
983,983,983,www.miamicoalition.org,
984,984,984,www.miamicoalition.org,
987,987,987,http://www.citynmb.com/index.asp?SEC=%7BF5855F6B-71D6-496D-ACFD-5F00349C448A%7D,
988,988,988,www.citynmb.com/index.asp?Type=B_BASIC&SEC={53375E1C-02BF-4B09-96BB-63A8E0D779BD}&DE={1FF1B199-C69E-482B-ADAB-290996448BDC},
990,990,990,www.citynmb.com/index.asp?Type=B_BASIC&SEC={53375E1C-02BF-4B09-96BB-63A8E0D779BD}&DE={1FF1B199-C69E-482B-ADAB-290996448BDC},
991,991,991,www.citynmb.com/index.asp?Type=B_BASIC&SEC={53375E1C-02BF-4B09-96BB-63A8E0D779BD}&DE={1FF1B199-C69E-482B-ADAB-290996448BDC},
992,992,992,www.citynmb.com,
999,999,999,http://www.marchofdimes.com/florida,
1000,1000,1000,http://www.miamidade.gov/animals/,
1003,1003,1003,www.sfla.wish.org,
1005,1005,1005,http://www.madd.org/local-offices/fl/regions/south-florida/,
1008,1008,1008,http://aventurahospital.com/our-services/diabetes.dot,
1010,1010,1010,www.leagueagainstaids.org,
1014,1014,1014,www.ligacontraelcancer.org,
1015,1015,1015,www.lhanc.org,
1016,1016,1016,www.lhanc.org,
1017,1017,1017,www.lhanc.org,
1018,1018,1018,www.lhanc.org/mela.htm,
1020,1020,1020,http://lhanc.org/mela.htm,
1022,1022,1022,www.lhanc.org/mela.htm,
1023,1023,1023,www.lhanc.org/health.htm,
1025,1025,1025,www.lhanc.org/mela.htm,
1026,1026,1026,http://lhanc.org/mela.htm,
1027,1027,1027,http://lhanc.org/mela.htm,
1028,1028,1028,www.lhanc.org/mela,
1033,1033,1033,www.lhanc.org/mela.htm,
1035,1035,1035,www.lhanc.org/mela.htm,
1036,1036,1036,www.lhanc.org/mela,
1037,1037,1037,WWW.lhanc.org/mela.htm,
1053,1053,1053,www.ipnfl.org,
1057,1057,1057,www.informedfamilies.org,
1058,1058,1058,www.informedfamilies.org,
1059,1059,1059,informedfamilies.org,
1064,1064,1064,www.stjosephmiamibeach.com,
1066,1066,1066,www.humanesocietymiami.org,
1067,1067,1067,www.humanesocietymiami.org,
1073,1073,1073,www.fdhc.state.fl.us,
1074,1074,1074,www.fdhc.state.fl.us,
1075,1075,1075,http://ahca.myflorida.com/medicaid/#,
1076,1076,1076,http://ahca.myflorida.com,
1077,1077,1077,www.fdhc.state.fl.us,
1078,1078,1078,http://ahca.myflorida.com/Medicaid/MediPass/index.shtml/,
1079,1079,1079,www.missingkids.com,
1082,1082,1082,,
1088,1088,1088,www.hereshelpinc.com,
1089,1089,1089,www.hereshelpinc.com,
1098,1098,1098,www.goodwillmiami.org,
1099,1099,1099,www.goodwillmiami.org,
1100,1100,1100,www.goodwillmiami.org,
1101,1101,1101,www.goodwillmiami.org,
1103,1103,1103,www.goodwillmiami.org,
1104,1104,1104,www.goodwillmiami.org,
1105,1105,1105,www.goodwillmiami.org,
1107,1107,1107,www.fostercarereview.org,
1114,1114,1114,http://www.floridapsc.com/utilities/telecomm/lifeline/,
1115,1115,1115,www.floridapsc.com,
1120,1120,1120,http://ombudsman.myflorida.com,
1122,1122,1122,http://ombudsman.myflorida.com,
1126,1126,1126,www.floridajusticeinstitute.org,
1127,1127,1127,www.floridajusticeinstitute.org,
1130,1130,1130,www.myfloridacfo.com,
1132,1132,1132,www.fbchomes.org/about/locations/miami-campus,
1159,1159,1159,www.fumcmiami.com,
1161,1161,1161,www.fellowshiphouse.org,
1162,1162,1162,www.fellowshiphouse.org,
1165,1165,1165,www.fellowshiphouse.org,
1166,1166,1166,www.fdle.state.fl.us,
1167,1167,1167,www.fdle.state.fl.us,
1168,1168,1168,www.fdle.state.fl.us,
1169,1169,1169,http://www.fdle.state.fl.us/mcicsearch/,
1184,1184,1184,www.eeoc.gov,
1187,1187,1187,www.eckerd.org,
1188,1188,1188,www.sfdda.org,
1193,1193,1193,www.uhzsmi.com,
1195,1195,1195,www.experienceaviation.org,
1207,1207,1207,www.laurenslight.org,
1209,1209,1209,http://www.miamidade.gov/medicalexaminer,
1214,1214,1214,http://www.miamidade.gov/housing/homebuyer-opportunity.asp,
1217,1217,1217,http://www.jacksonhealth.org/jackson-south.asp,
1221,1221,1221,http://nutrition.dadeschools.net/,
1222,1222,1222,http://www.engagemiamidade.net/,
1223,1223,1223,www.listenersprogram.org,
1224,1224,1224,http://5000rolemodels.dadeschools.net/,
1226,1226,1226,http://tap.dadeschools.net/index.asp,
1228,1228,1228,http://adulted.dadeschools.net/,
1229,1229,1229,http://studentservices.dadeschools.net/crisis/index.asp,
1231,1231,1231,http://studentservices.dadeschools.net/trust/index.asp,
1233,1233,1233,www.dadeschools.net,
1234,1234,1234,http://theparentacademy.dadeschools.net/,
1235,1235,1235,http://pers.dadeschools.net/eap/,
1238,1238,1238,http://fdlrs-south.dadeschools.net/,
1242,1242,1242,http://miamispringsad.dadeschools.net/,
1243,1243,1243,http://miamisenioradult.dadeschools.net/main/index.html,
1244,1244,1244,http://lindsey.dadeschools.net/,
1245,1245,1245,http://lindsey.dadeschools.net/,
1246,1246,1246,http://lindsey.dadeschools.net/,
1247,1247,1247,http://lindsey.dadeschools.net/,
1248,1248,1248,www.dadeschools.net,
1252,1252,1252,http://saves.dadeschools.net/index.html,
1253,1253,1253,www.dadecommunityschools.net,
1255,1255,1255,http://yourchoicemiami.org/,
1257,1257,1257,http://www.mdpls.org/special-services/project-lead.html,
1260,1260,1260,http://catalog.mdpls.org/default.aspx?ctx=1.1033,
1261,1261,1261,http://www.mdpls.org/special-services/jump-start.html,
1274,1274,1274,http://www.miamimed.com/physicians.php,
1276,1276,1276,www.feedingsouthflorida.org,
1277,1277,1277,www.dadefamilycounseling.com,
1279,1279,1279,www.dadefamilycounseling.com,
1281,1281,1281,www.dadefamilycounseling.com,
1291,1291,1291,www.citizenscrimewatch.org,
1292,1292,1292,www.citizenscrimewatch.com,
1293,1293,1293,www.citizenscrimewatch.org,
1299,1299,1299,www.miamiandbeaches.com,
1300,1300,1300,www.apprisen.com,
1309,1309,1309,www.churchworldservice.org,
1310,1310,1310,www.churchworldservice.org,
1312,1312,1312,chisouthfl.org,
1313,1313,1313,chisouthfl.org,
1314,1314,1314,chisouthfl.org,
1317,1317,1317,chisouthfl.org,
1318,1318,1318,chisouthfl.org,
1319,1319,1319,chisouthfl.org,
1322,1322,1322,chisouthfl.org,
1323,1323,1323,chisouthfl.org,
1324,1324,1324,www.chisouthfl.org,
1326,1326,1326,chisouthfl.org,
1327,1327,1327,www.childfindofamerica.org,
1335,1335,1335,www.centrocampesino.org,
1336,1336,1336,www.centrocampesino.org,
1338,1338,1338,www.centrocampesino.org,
1339,1339,1339,www.centrocampesino.org,
1341,1341,1341,www.cfceinc.org,
1343,1343,1343,cfceinc.org,
1344,1344,1344,cfceinc.org,
1350,1350,1350,http://www.umiamihospital.com/specialties/gastroenterology,
1352,1352,1352,http://www.umiamihospital.com/service-lines/behavioral-health,
1353,1353,1353,http://www.umiamihospital.com/service-lines/emergency-medicine,
1357,1357,1357,http://uhealthsystem.com/sleep-center,
1358,1358,1358,http://www.umiamihospital.com/specialties/wound-healing-center,
1360,1360,1360,www.catholichospice.org,
1361,1361,1361,www.catholichospice.org,
1362,1362,1362,www.catholichospice.org,
1363,1363,1363,www.catholichospice.org,
1366,1366,1366,www.camillus.org,
1368,1368,1368,www.camillus.org,
1371,1371,1371,http://www.camillus.org/main/emergency-housing/,
1372,1372,1372,www.camillus.org,
1373,1373,1373,www.camillus.org,
1376,1376,1376,www.camillus.org,
1377,1377,1377,www.healthsouthmiami.com,
1380,1380,1380,http://dbs.myflorida.com/,
1382,1382,1382,www.bbbsmiami.org,
1384,1384,1384,bbbsmiami.org,
1385,1385,1385,bbbsmiami.org,
1386,1386,1386,www.bbbsmiami.org,
1393,1393,1393,www.betterwaymiami.org,
1394,1394,1394,www.bwom.org,
1395,1395,1395,www.betterwaymiami.org,
1397,1397,1397,www.fatherfocus.net,
1398,1398,1398,www.fatherfocus.net,
1399,1399,1399,www.fatherfocus.net,
1400,1400,1400,www.fatherfocus.net,
1401,1401,1401,www.fatherfocus.net,
1403,1403,1403,www.tacolcy.org,
1406,1406,1406,www.pparx.org/en/gethelp,
1408,1408,1408,www.theblackarchives.org,
1429,1429,1429,www.americanheart.org,
1432,1432,1432,www.cancer.org,
1433,1433,1433,www.cancer.org,
1439,1439,1439,http://www.allianceforaging.org/consumers/get-help-information/adrc,
1440,1440,1440,http://www.allianceforaging.org/consumers/get-help-information/eheap,
1441,1441,1441,http://www.allianceforaging.org/get-involved/volunteer/become-a-shine-volunteer,
1442,1442,1442,http://www.allianceforaging.org/consumers/shine-resources,
1444,1444,1444,http://theagapenetwork.org/,
1446,1446,1446,http://theagapenetwork.org/,
1448,1448,1448,http://theagapenetwork.org/,
1451,1451,1451,www.afsc.org,
1452,1452,1452,www.ademiami.org,
1462,1462,1462,www.211bigbend.org,
1463,1463,1463,www.211bigbend.org,
1464,1464,1464,www.211bigbend.org,
1470,1470,1470,www.fldfs.com/wc,
1471,1471,1471,www.fldfs.com/wc,
1475,1475,1475,www.rehabserv.com,
1478,1478,1478,www.rehabserv.com,
1480,1480,1480,www.rehabserv.com,
1485,1485,1485,www.hpfonline.org,
1534,1534,1534,www.myasthenia.org,
1535,1535,1535,asha.org,
1539,1539,1539,www.shopliftingprevention.org,
1540,1540,1540,www.ncoa.org,
1541,1541,1541,www.cancer.gov,
1542,1542,1542,www.livingbank.org,
1544,1544,1544,www.rainn.org,
1546,1546,1546,http://spinabifidaassociation.org/,
1547,1547,1547,www.annualcreditreport.com,
1548,1548,1548,www.nvsf.org,
1549,1549,1549,www.ccakids.org,
1551,1551,1551,www.acb.org,
1552,1552,1552,www.adcare.com,
1553,1553,1553,www.interdys.org,
1556,1556,1556,www.reyessyndrome.org,
1557,1557,1557,www.scleroderma.org,
1558,1558,1558,www.epilepsyfoundation.org,
1559,1559,1559,www.kidneyfund.org,
1560,1560,1560,www.boystown.org,
1562,1562,1562,www.cleftline.org,
1563,1563,1563,www.cff.org,
1564,1564,1564,www.projectinform.org,
1572,1572,1572,http://pediatrics.med.miami.edu/poison-control-center,
1591,1591,1591,www.ptopmiami.org,
1592,1592,1592,www.ptopmiami.org,
1593,1593,1593,www.ptopmiami.org,
1595,1595,1595,http://marjcc.org,
1596,1596,1596,marjcc.org,
1597,1597,1597,marjcc.org,
1601,1601,1601,,
1604,1604,1604,,
1609,1609,1609,www.kidneyfla.org,
1614,1614,1614,www.jcsfl.org,
1617,1617,1617,www.jcsfl.org,
1618,1618,1618,http://jcsfl.org/programs/home-care-services-masada/,
1619,1619,1619,www.jcsfl.org,
1620,1620,1620,http://jcsfl.org/programs/employment-services-for-deaf/,
1624,1624,1624,www.jcsfl.org,
1628,1628,1628,www.jcsfl.org,
1629,1629,1629,www.jcsfl.org,
1630,1630,1630,www.jcsfl.org,
1631,1631,1631,http://jcsfl.org/,
1633,1633,1633,www.jcsfl.org,
1640,1640,1640,www.jcsfl.org,
1642,1642,1642,www.jcsfl.org,
1644,1644,1644,http://jcsfl.org/,
1646,1646,1646,www.jcsfl.org,
1647,1647,1647,www.jcsfl.org,
1648,1648,1648,www.jcsfl.org,
1649,1649,1649,www.jcsfl.org,
1650,1650,1650,http://jcsfl.org/,
1653,1653,1653,http://miamidade.floridahealth.gov/programs-and-services/clinical-and-nutrition-services/school-health/index.html,
1657,1657,1657,http://miamidade.floridahealth.gov/certificates/index.html,
1658,1658,1658,http://miamidade.floridahealth.gov/certificates/index.html,
1659,1659,1659,http://miamidade.floridahealth.gov/programs-and-services/infectious-disease-services/hiv-aids-services/aids-drugs-assistance-program.html,
1660,1660,1660,http://miamidade.floridahealth.gov/certificates/index.html,
1661,1661,1661,http://miamidade.floridahealth.gov/programs-and-services/environmental-health/index.html,
1667,1667,1667,http://miamidade.floridahealth.gov/programs-and-services/clinical-and-nutrition-services/wic-women-children/index.html,
1669,1669,1669,http://miamidade.floridahealth.gov/programs-and-services/clinical-and-nutrition-services/wic-women-children/index.html,
1670,1670,1670,www.miamidade.floridahealth.gov,
1671,1671,1671,http://miamidade.floridahealth.gov/programs-and-services/clinical-and-nutrition-services/wic-women-children/index.html,
1674,1674,1674,http://miamidade.floridahealth.gov/programs-and-services/clinical-and-nutrition-services/wic-women-children/index.html,
1675,1675,1675,http://miamidade.floridahealth.gov/programs-and-services/clinical-and-nutrition-services/wic-women-children/index.html,
1676,1676,1676,http://miamidade.floridahealth.gov/programs-and-services/clinical-and-nutrition-services/wic-women-children/index.html,
1678,1678,1678,http://miamidade.floridahealth.gov/programs-and-services/clinical-and-nutrition-services/wic-women-children/index.html,
1679,1679,1679,http://www.dadehealth.org/wic/WICintro.asp,
1680,1680,1680,http://miamidade.floridahealth.gov/programs-and-services/clinical-and-nutrition-services/wic-women-children/index.html,
1682,1682,1682,http://miamidade.floridahealth.gov/programs-and-services/clinical-and-nutrition-services/wic-women-children/index.html,
1683,1683,1683,http://miamidade.floridahealth.gov/programs-and-services/clinical-and-nutrition-services/wic-women-children/index.html,
1685,1685,1685,www.miamidade.floridahealth.gov,
1687,1687,1687,http://miamidade.floridahealth.gov/index.html,
1690,1690,1690,www.miamidade.floridahealth.gov,
1695,1695,1695,http://miamidade.floridahealth.gov/programs-and-services/infectious-disease-services/disease-control/index.html,
1714,1714,1714,www.miamidade.floridahealth.gov,
1716,1716,1716,homesteadsoupkitchen.com,
1721,1721,1721,http://www.floridabar.org/divpgm/lronline.nsf/wreferral6?OpenForm,
1732,1732,1732,,
